18,1,3,5,4,3,2,2,2,4,5,1,5,2,1,1,3,3,5,3,4,4,4,5,5,1,2,2,2,4,1
19,4,1,4,2,2,5,2,2,3,3,3,2,5,1,4,2,5,4,2,1,3,5,3,2,3,4,5,5,4,2
20,5,5,3,4,4,3,2,2,5,2,3,2,5,5,5,2,3,3,5,4,4,2,5,5,1,5,4,1,1,5
21,4,5,3,1,1,5,3,4,5,3,2,1,5,4,3,2,5,2,2,1,4,2,2,5,3,2,4,5,4,1
22,4,5,4,5,5,3,2,5,5,1,1,3,4,1,1,1,2,5,4,2,2,4,2,3,1,1,3,1,4,1
23,1,4,2,2,2,1,1,3,1,1,5,4,4,2,2,2,4,3,5,4,3,1,5,3,1,1,5,4,3,3
24,2,3,4,3,5,4,3,5,3,3,2,3,5,2,4,5,1,4,2,3,5,1,3,3,4,1,5,1,5,5
25,3,2,3,1,3,1,5,5,3,3,4,2,2,4,5,5,1,3,2,3,4,3,2,1,5,1,4,3,3,3
26,2,4,4,3,3,4,2,3,4,2,2,5,2,5,3,1,1,3,5,2,1,1,3,4,2,1,4,2,4,1
27,1,1,2,5,2,5,2,4,2,1,1,5,5,2,3,2,2,4,2,1,2,5,5,2,2,1,3,4,3,1
28,2,2,2,3,2,3,2,3,2,2,3,2,1,3,5,2,5,2,4,1,4,2,3,2,5,1,5,4,5,2
29,2,3,4,4,5,4,5,3,4,2,5,2,4,2,4,4,3,4,3,2,5,4,1,4,1,5,3,2,4,5
30,3,2,2,2,2,3,4,1,2,4,1,4,3,1,3,3,3,2,4,5,2,2,1,2,3,2,3,3,2,2
31,5,2,3,1,1,5,1,3,3,3,3,5,1,5,3,5,4,3,2,5,1,3,3,1,4,4,2,5,4,1
32,1,2,5,2,2,5,1,5,4,1,2,5,1,5,1,3,4,5,4,1,1,3,1,3,5,4,5,5,3,5
33,5,5,3,3,2,4,2,1,4,4,1,4,5,2,1,1,5,5,4,1,2,1,2,4,2,5,5,2,1,5
34,3,1,1,4,3,5,5,5,4,5,5,4,4,5,2,2,4,1,5,1,3,2,5,3,5,4,5,1,4,5
35,1,3,2,1,3,1,1,3,2,4,3,1,2,4,2,2,2,4,4,2,1,3,3,4,4,3,1,5,4,1
36,1,4,1,4,2,1,1,1,2,5,3,5,4,4,3,4,3,4,4,5,1,2,3,3,4,5,3,3,5,4
37,4,5,5,1,3,1,4,3,2,4,3,5,4,4,3,2,5,1,4,4,3,2,4,4,2,4,3,5,3,1
38,5,2,5,1,3,3,3,3,3,3,3,5,1,4,2,5,5,4,3,4,3,1,3,3,4,3,5,5,3,2
39,2,3,4,3,3,1,1,3,5,1,3,4,4,5,3,4,2,1,3,3,4,3,5,3,2,3,2,5,3,2
40,2,4,1,3,5,4,4,1,1,2,2,2,2,2,1,1,3,1,2,5,3,4,1,2,4,3,1,3,5,5
41,2,4,5,1,1,4,4,4,4,4,2,1,5,3,3,4,3,1,5,2,2,4,2,5,1,2,2,5,3,1
42,1,4,2,4,5,2,3,1,1,3,2,5,3,5,2,4,1,1,1,1,5,5,3,3,5,1,4,3,1,5
43,1,4,3,1,3,2,2,2,5,5,3,2,2,5,2,3,2,4,3,3,4,3,2,5,3,5,1,3,4,5
44,5,1,2,3,1,2,5,5,2,3,2,2,3,2,5,2,3,1,4,5,2,5,3,2,4,5,1,4,5,2
45,5,5,4,2,1,3,4,1,4,1,1,3,3,5,1,5,2,5,3,5,1,4,4,3,5,5,3,2,3,5
46,5,1,4,4,4,5,4,4,3,5,5,4,1,5,4,5,4,5,2,2,3,5,3,2,3,5,2,4,2,5
47,3,1,3,3,2,5,3,2,5,4,4,1,1,2,3,1,4,5,1,1,3,2,1,5,5,2,4,1,5,5
48,5,1,5,3,3,3,3,2,5,5,5,4,3,4,5,1,3,3,5,4,5,4,5,5,5,4,1,3,2,3
49,3,1,1,3,3,1,1,2,5,3,4,1,1,5,3,2,3,2,3,1,4,3,3,2,3,1,4,5,4,5
50,3,5,4,4,1,3,3,3,3,5,2,3,4,3,1,3,2,1,5,4,3,4,4,4,2,2,3,5,5,4
51,2,2,3,1,5,5,2,1,2,1,3,1,5,1,4,2,5,4,4,3,3,4,5,1,5,1,4,4,2,3
52,3,3,3,2,3,1,1,3,1,4,5,5,5,4,4,4,5,3,3,4,2,2,4,2,2,5,2,1,5,4
53,3,1,2,3,2,5,2,2,3,2,4,5,4,5,1,4,5,4,2,4,1,4,1,5,3,3,4,1,3,1
54,3,1,3,2,4,3,1,5,1,4,4,3,4,3,5,5,1,3,5,1,3,4,2,3,5,2,4,2,2,1
55,4,4,1,5,4,4,1,4,3,5,4,3,3,3,4,2,1,1,3,3,4,2,4,5,3,5,5,1,4,1
56,4,3,1,2,5,2,2,4,3,5,1,4,4,1,2,1,4,4,5,2,5,5,5,1,4,2,2,5,4,5
57,2,4,5,3,1,5,2,4,2,5,3,2,2,2,1,3,2,5,2,1,1,4,1,1,5,1,3,3,3,5
58,2,5,5,4,5,5,1,3,4,1,4,4,1,5,2,3,1,1,4,4,2,2,2,3,2,5,4,2,5,2
59,3,1,1,2,3,5,4,4,5,3,3,3,5,5,3,3,3,5,4,4,3,2,1,5,3,3,2,3,3,5
60,4,1,4,1,2,1,5,1,3,5,3,5,1,5,3,4,4,1,1,2,1,5,5,2,2,1,2,3,5,2
61,4,4,2,5,3,1,3,5,2,5,3,4,1,3,2,5,5,1,5,1,1,3,4,2,3,3,4,2,5,3
62,2,3,3,3,2,3,3,1,5,4,5,1,1,1,5,3,1,1,5,3,3,4,2,5,1,5,4,5,1,5
63,2,5,2,1,1,4,1,1,1,5,4,5,2,3,3,3,3,5,1,1,3,3,3,1,1,2,3,5,5,4
64,2,1,2,2,4,1,5,3,4,5,3,5,1,1,5,5,2,5,2,1,2,3,5,2,2,2,5,4,2,4
65,3,2,4,5,2,4,3,2,3,5,4,2,4,4,4,4,2,3,3,2,4,4,2,1,2,3,3,4,3,3
66,3,3,4,5,5,2,1,4,4,5,1,2,1,4,4,5,2,1,4,3,4,5,4,1,5,5,4,5,3,2
67,5,5,5,2,5,1,4,5,5,2,2,1,1,1,5,1,3,5,4,5,1,5,4,3,3,3,2,3,5,4
68,3,3,2,2,1,2,3,2,2,4,2,5,2,5,5,1,4,1,1,4,2,3,4,4,1,5,4,3,3,5
69,2,2,4,3,3,1,2,1,2,4,2,1,1,3,1,1,2,3,3,3,4,5,5,5,4,5,1,1,3,4
70,4,2,4,2,2,4,4,3,1,2,2,3,3,5,2,4,1,1,1,4,4,3,4,4,3,3,1,2,5,5
71,2,5,4,2,2,2,5,1,1,3,1,4,4,4,2,5,2,1,5,5,3,1,1,5,4,1,5,4,1,2
72,2,2,3,5,4,2,1,5,2,2,4,4,1,2,1,1,2,4,3,5,5,3,4,1,4,5,2,2,5,5
73,4,2,5,5,1,3,2,5,4,5,1,5,5,3,2,4,1,2,3,3,1,2,1,2,3,3,5,4,4,3
74,3,3,2,2,3,4,5,4,1,4,2,4,1,4,1,3,5,2,1,4,5,5,5,5,3,4,4,2,1,2
75,4,5,2,2,3,1,3,3,3,4,4,5,5,3,1,2,1,1,3,2,3,1,4,2,5,5,3,5,5,4
76,3,2,1,3,2,4,5,2,4,1,5,2,3,3,1,2,4,4,3,5,4,4,5,2,4,3,2,4,1,3
77,4,3,3,2,1,4,2,3,3,2,2,2,2,3,5,3,1,5,1,3,5,5,2,2,5,4,3,3,2,1
78,4,3,5,1,1,1,4,5,2,3,5,5,2,4,3,5,4,1,1,1,4,2,1,2,4,4,1,4,1,3
79,3,1,5,1,2,2,2,3,3,3,5,5,4,1,5,1,2,4,3,1,2,2,4,2,4,3,1,5,2,5
80,5,1,5,4,4,2,2,4,5,2,5,1,5,1,5,5,3,5,4,1,5,1,4,2,2,1,4,1,4,4
81,5,1,1,4,1,2,4,3,1,3,2,2,2,4,3,5,2,5,4,5,1,4,1,3,2,4,1,2,4,1
82,4,5,1,1,5,1,4,4,1,5,2,2,3,2,2,2,5,4,1,5,1,3,4,1,4,4,3,4,3,3
83,2,3,1,5,3,5,2,2,2,2,1,3,3,5,1,3,1,3,4,4,4,3,4,4,3,5,2,2,1,5
84,3,1,3,4,2,4,3,4,1,5,1,5,5,5,4,1,4,4,2,2,5,2,3,1,2,3,5,3,1,3
85,2,2,1,5,1,4,4,1,2,4,1,4,4,3,3,2,2,1,4,3,1,5,5,4,3,3,1,1,5,5
86,1,3,5,5,5,3,3,4,1,2,2,4,3,5,4,1,1,4,1,2,4,1,5,1,3,1,1,2,1,4
87,5,5,5,2,3,1,2,3,3,4,3,2,4,5,4,2,3,5,1,5,5,1,1,2,5,3,2,5,2,2
88,2,1,2,1,2,2,5,5,4,4,2,4,1,2,4,1,1,2,4,4,5,1,4,4,5,3,5,2,1,3
89,5,5,1,3,3,1,5,2,3,5,5,2,1,5,1,4,5,5,3,3,4,1,5,2,3,4,5,4,3,1
90,5,5,4,3,5,3,4,5,1,1,5,2,5,3,2,4,4,2,1,2,3,4,1,2,3,1,1,3,5,3
91,2,3,1,5,5,2,3,2,4,5,3,1,3,1,1,5,4,1,1,4,4,4,3,1,3,4,3,4,1,1
92,2,3,1,2,3,3,3,3,4,3,5,1,4,5,4,1,4,1,1,4,5,5,5,3,2,5,5,5,4,1
93,2,4,2,5,4,5,5,5,2,4,3,1,4,5,3,2,2,4,5,2,4,4,3,1,3,2,1,5,4,1
94,2,3,4,4,1,4,3,1,2,5,1,4,4,5,3,1,2,2,3,4,4,1,2,2,5,5,1,2,3,3
95,2,5,5,2,4,5,2,1,5,2,4,3,1,4,2,3,2,4,1,1,4,2,5,4,2,2,2,1,3,1
96,4,3,4,4,4,1,2,2,4,2,1,5,2,1,3,1,4,1,1,1,3,2,1,5,1,4,2,5,4,1
97,4,1,2,4,3,4,2,4,1,5,5,3,4,3,3,4,3,1,5,3,5,2,2,3,5,5,2,5,3,3
98,4,3,3,5,4,4,2,4,1,5,3,2,1,5,3,1,4,3,1,1,4,5,3,3,2,5,4,1,2,3
99,3,5,1,3,3,3,1,3,1,1,5,4,1,3,5,4,2,5,1,4,1,2,1,2,1,4,4,2,2,3
100,3,2,3,1,2,3,2,1,4,5,3,2,1,3,3,1,4,4,5,2,3,3,4,1,5,3,2,2,5,1
101,1,5,3,4,2,2,4,5,1,1,2,2,3,3,2,5,2,5,3,4,4,2,1,1,3,1,5,1,5,1
102,2,3,5,2,4,2,1,2,1,3,4,3,5,4,5,2,5,2,4,1,4,1,3,3,5,5,1,3,4,2
103,1,5,4,4,1,1,3,4,3,1,5,2,3,2,5,1,1,2,3,2,3,2,2,5,3,2,2,5,5,5
104,2,5,4,4,4,3,2,4,5,2,5,1,1,4,1,2,5,3,2,1,5,4,3,2,1,2,3,5,4,4
105,1,4,2,5,3,4,4,1,5,2,4,1,2,3,4,4,5,2,3,5,1,3,5,3,1,2,3,5,5,1
106,2,4,1,3,2,5,3,3,2,5,1,1,1,1,5,3,4,1,5,2,3,4,5,4,4,2,4,2,5,2
107,1,5,1,1,2,3,5,1,4,4,2,3,5,1,1,3,5,4,1,2,2,1,2,1,5,4,4,5,3,5
108,1,3,5,4,4,4,2,4,3,2,4,2,1,3,5,1,5,4,5,1,3,2,5,2,5,5,3,2,2,4
109,5,2,1,4,5,3,1,5,4,1,4,4,5,3,1,1,4,4,2,2,2,3,2,1,5,5,1,4,3,1
110,3,1,3,4,2,1,4,4,1,2,5,2,3,4,1,4,3,5,4,3,3,3,4,5,1,5,5,5,4,5
111,5,5,5,3,1,1,1,4,2,2,4,4,3,4,1,3,4,4,4,1,1,3,4,2,2,1,1,4,4,1
112,5,1,4,1,1,4,3,3,3,3,1,4,3,4,2,4,1,5,1,5,4,4,5,2,3,5,1,5,5,2
113,5,3,2,2,2,5,2,4,3,4,5,2,5,4,1,2,3,4,1,1,4,4,1,1,3,4,2,2,2,4
114,3,5,4,5,1,4,1,2,5,1,1,2,4,2,3,5,2,2,5,4,1,2,5,5,5,4,3,1,4,2
115,3,5,5,4,2,3,5,2,5,3,2,1,2,4,2,3,2,4,5,2,1,2,3,2,1,4,2,4,5,4
116,4,1,3,2,2,4,4,5,4,1,4,2,2,2,2,5,5,2,2,3,3,5,3,3,2,4,4,5,3,4
117,3,2,5,1,4,1,1,4,3,1,3,4,1,4,1,3,3,1,5,3,2,4,3,4,4,5,5,5,3,4
118,2,4,1,1,3,4,4,4,3,3,3,4,4,2,1,5,5,1,5,4,3,2,4,5,1,3,5,5,3,3
119,4,3,5,4,5,2,5,1,2,3,2,3,3,2,5,5,5,5,3,5,4,2,3,1,1,2,5,5,5,1
120,4,3,3,1,1,1,4,3,2,5,1,4,2,5,5,4,5,1,4,4,5,5,1,4,3,2,1,1,1,1
121,5,5,5,5,5,4,4,5,2,1,1,4,2,3,1,3,5,5,4,3,3,2,3,3,4,5,3,1,1,2
122,4,3,1,2,4,4,5,5,4,4,1,3,3,1,3,4,4,1,2,1,2,3,1,4,3,5,1,4,3,3
123,1,4,5,2,2,5,4,1,5,4,1,1,4,4,5,3,5,2,5,4,1,4,3,3,4,4,1,2,4,2
124,5,5,3,1,1,4,3,4,2,5,5,2,5,1,3,2,4,4,5,2,3,1,4,3,1,1,2,4,3,1
125,2,3,1,5,5,2,3,5,3,2,1,4,5,4,2,3,2,2,5,4,5,5,2,5,2,3,1,5,2,2
126,4,4,2,1,5,5,2,4,1,4,3,3,1,1,3,3,3,4,1,4,4,1,5,1,5,5,5,1,1,4
127,3,1,5,3,3,1,3,5,3,5,3,4,4,4,3,4,3,3,4,2,5,1,1,1,2,1,3,1,2,3
128,5,4,5,1,5,4,1,2,3,4,3,2,1,1,2,1,4,4,4,5,3,4,1,2,1,5,4,4,5,3
129,1,4,1,3,4,1,4,1,3,4,4,4,4,3,3,1,1,1,2,2,1,4,1,1,4,5,4,2,1,4
130,5,2,1,5,4,5,4,5,5,5,4,2,1,3,4,3,5,1,5,1,2,3,5,4,4,5,5,5,5,5
131,4,1,2,4,2,4,5,2,1,3,4,3,5,1,5,2,2,2,2,2,5,4,4,4,1,4,3,2,1,1
132,2,3,5,5,5,3,3,2,3,3,3,3,1,4,4,1,1,2,3,3,1,4,4,4,3,2,4,3,4,4
133,4,4,3,4,5,1,4,3,1,3,3,3,4,3,1,4,2,4,4,1,4,4,1,4,1,4,4,4,3,5
134,3,5,2,4,4,3,5,1,4,2,4,1,3,4,2,1,3,2,2,3,3,1,2,2,4,4,1,3,4,5
135,1,2,1,1,4,4,5,5,1,5,2,4,3,5,1,2,1,5,1,4,5,2,3,3,3,1,3,4,1,3
136,2,3,5,1,1,2,4,3,1,1,1,5,1,2,1,4,3,1,3,5,3,2,4,3,4,3,5,2,4,2
137,3,3,5,4,3,5,5,4,5,3,5,1,5,3,3,2,3,4,5,1,2,5,4,1,3,4,4,2,5,3
138,4,4,2,3,4,2,2,4,4,4,3,5,3,2,4,4,1,1,3,3,2,2,4,3,4,1,4,3,4,5
139,1,3,2,5,4,1,3,1,5,4,1,5,4,2,2,2,4,4,1,3,4,1,5,1,5,3,2,1,3,4
140,4,5,5,3,4,3,4,4,2,4,1,3,1,2,2,1,4,2,1,5,1,4,1,4,4,5,5,2,3,2
141,5,5,3,3,5,1,5,3,3,1,1,1,3,5,5,2,2,1,5,4,1,4,4,1,3,4,4,2,1,4
142,5,3,3,2,2,1,1,3,2,1,3,5,2,4,1,5,1,3,2,1,2,2,4,4,2,5,2,4,3,1
143,2,3,5,4,4,3,3,5,4,2,4,4,5,5,2,1,3,3,1,1,2,3,2,4,4,3,4,5,4,2
144,1,2,1,4,3,1,5,3,1,2,3,5,3,2,5,3,5,1,5,5,3,4,3,3,3,5,4,2,2,2
145,1,5,5,4,2,2,5,5,3,5,3,3,2,3,2,3,2,5,1,3,1,3,5,1,4,4,3,5,4,4
146,5,3,1,1,3,1,4,1,4,4,3,3,4,4,1,1,2,1,1,1,5,1,3,2,4,1,3,1,3,5
147,1,2,5,2,2,3,4,4,4,4,5,1,4,5,3,4,2,2,4,4,4,1,3,3,5,4,3,2,4,3
148,3,3,4,2,4,1,1,4,4,2,1,3,5,5,4,3,5,4,2,4,2,5,4,3,4,4,2,3,5,3
149,5,4,1,1,5,1,3,3,2,3,3,3,2,4,4,5,2,4,1,4,1,3,4,1,5,4,1,1,2,5
150,1,2,1,2,1,4,4,2,4,4,1,4,1,5,4,3,1,4,1,3,4,4,5,2,5,3,1,4,1,5
151,1,5,1,1,5,1,3,1,2,3,5,1,3,5,2,3,5,2,1,3,5,3,1,4,5,2,1,3,1,3
152,4,3,2,2,4,2,2,3,3,5,4,1,1,1,1,4,2,4,3,5,3,1,1,1,5,2,2,4,3,5
153,2,4,1,3,5,1,5,3,4,1,3,4,4,5,4,1,2,2,3,3,5,5,4,2,2,4,3,3,2,3
154,1,2,2,4,4,4,1,5,1,2,2,2,3,4,2,1,5,5,2,2,5,4,3,4,4,4,1,2,3,5
155,5,3,1,2,3,5,2,5,1,3,1,5,5,5,4,5,4,5,1,2,2,2,5,5,4,1,1,5,3,2
156,4,4,5,2,4,2,3,4,4,1,1,5,2,4,4,1,1,3,1,3,1,3,1,5,5,1,5,2,1,2
157,2,5,4,1,4,1,5,5,3,5,2,3,2,3,1,4,4,3,1,3,5,3,3,4,1,2,3,1,2,1
158,2,4,3,3,4,4,5,5,2,3,4,5,5,1,2,5,1,5,4,2,5,4,4,2,3,3,2,3,2,3
159,3,3,5,1,5,1,2,1,3,2,4,1,4,1,3,5,3,1,2,3,3,3,1,1,4,1,5,2,3,3
160,5,4,5,5,3,3,3,2,5,1,5,1,2,2,1,1,5,3,4,2,2,5,3,3,3,1,2,4,1,5
161,1,2,3,3,5,4,5,2,1,5,2,2,2,2,3,2,4,1,3,2,1,2,3,4,1,5,4,5,5,3
162,3,1,2,5,3,4,3,5,4,2,3,2,2,4,3,2,1,4,1,1,2,4,1,4,3,5,4,3,3,4
163,4,3,2,1,5,1,2,1,2,5,1,3,4,3,3,2,5,2,1,5,4,2,4,1,3,2,5,4,1,1
164,2,1,4,1,3,4,5,1,1,5,2,4,5,1,2,2,2,5,4,5,3,5,2,4,3,4,2,4,1,1
165,4,4,4,5,4,3,3,5,4,5,2,4,4,2,3,5,2,1,2,5,3,1,1,5,3,1,2,4,4,3
166,2,2,4,1,4,5,5,1,5,5,1,1,2,2,5,5,2,1,3,5,4,4,5,2,3,1,5,2,3,1
167,5,2,2,3,2,2,5,5,2,1,5,5,1,1,1,4,2,5,2,5,4,4,1,5,1,2,5,3,2,3
168,4,4,5,2,5,1,3,5,4,4,2,1,5,3,4,1,4,4,3,2,4,2,3,2,4,1,3,2,1,3
169,4,4,5,4,3,2,4,1,5,3,2,1,2,3,1,4,5,1,3,2,2,3,1,2,2,4,4,3,5,5
170,2,5,5,2,3,2,4,5,1,5,3,1,5,5,4,2,2,2,1,4,1,5,1,5,2,2,4,4,2,3
171,2,4,1,2,1,3,5,3,5,1,4,3,5,4,4,2,4,1,3,4,1,4,3,2,5,1,4,5,1,1
172,1,2,1,4,1,5,1,3,5,1,4,2,5,3,2,3,5,2,3,2,5,4,4,5,2,2,1,1,4,5
173,3,2,2,4,3,2,5,2,2,4,4,3,1,1,4,3,3,2,5,1,2,5,3,5,3,2,5,1,3,5
174,1,5,2,5,3,3,4,1,5,3,4,1,4,4,1,1,1,5,5,4,3,3,5,2,4,5,2,3,5,4
175,3,5,3,5,5,4,3,5,2,1,3,3,2,5,2,1,3,2,3,4,3,1,1,1,4,1,4,3,3,4
176,4,1,5,5,2,5,4,1,1,2,4,1,4,4,1,1,1,4,2,3,2,1,3,4,1,1,3,1,5,5
177,1,1,4,1,2,1,1,2,1,4,1,2,2,2,4,3,5,2,4,2,5,2,5,4,5,3,1,2,5,4
178,3,2,2,4,2,3,5,3,4,3,5,2,2,3,5,4,3,4,1,1,1,5,4,2,2,3,4,4,4,3
179,2,4,3,1,5,5,1,1,2,3,1,1,3,5,5,3,1,1,4,5,2,3,2,2,3,2,2,5,2,4
180,4,2,3,5,2,1,4,2,5,4,1,2,4,2,1,3,1,5,3,3,1,1,2,4,3,4,2,2,3,2
181,2,3,1,2,4,3,2,2,4,3,4,1,3,5,4,3,1,3,1,5,4,5,4,4,2,1,5,4,3,4
182,2,4,5,2,3,5,1,2,3,3,5,2,3,5,4,4,2,5,2,1,1,3,4,2,4,1,4,1,3,2
183,2,3,4,5,3,5,5,2,3,3,2,2,4,5,2,4,1,5,1,5,3,3,1,5,4,5,5,3,2,5
184,1,4,5,1,5,3,3,5,3,4,5,1,1,5,5,2,4,3,2,2,1,4,1,4,3,1,4,5,2,3
185,3,1,5,2,3,4,5,3,1,2,2,3,1,5,3,5,5,4,4,5,1,5,2,1,3,5,3,4,2,2
186,4,3,1,5,3,2,3,4,3,4,1,4,1,4,1,1,1,2,4,3,1,5,5,4,3,5,2,3,2,2
187,1,5,2,1,4,2,1,3,1,5,5,2,1,3,1,2,4,2,1,3,3,2,4,1,2,3,4,4,4,1
188,2,2,3,3,2,4,4,1,1,2,1,1,4,5,2,4,4,3,2,2,1,5,2,2,4,5,2,1,3,2
189,5,3,3,4,3,4,5,2,2,5,4,3,2,4,1,4,2,1,2,2,2,1,1,4,3,3,4,1,3,1
190,3,4,5,5,1,5,5,5,4,1,3,3,5,2,2,3,4,3,1,5,2,5,1,1,2,2,5,4,5,2
191,1,5,3,3,3,4,5,2,5,1,2,4,1,4,4,3,5,4,1,5,5,1,1,3,1,4,2,2,3,4
192,1,2,1,3,4,3,4,1,5,5,4,5,4,5,2,2,3,4,4,3,3,4,2,1,5,2,5,5,4,2
193,2,1,1,1,1,4,2,4,4,3,4,4,4,2,5,2,1,3,5,2,3,4,3,5,1,2,1,5,1,2
194,4,3,5,1,2,1,2,5,1,2,3,5,4,1,1,2,2,3,2,4,1,5,5,3,2,5,3,5,4,2
195,2,1,4,3,5,2,4,5,2,3,3,1,4,4,5,3,5,3,3,5,3,5,3,1,4,1,2,3,2,4
196,4,5,3,1,5,2,5,4,5,5,2,5,4,2,4,1,4,4,3,3,2,3,5,1,3,4,1,5,2,1
197,2,4,3,2,5,3,4,1,5,3,1,3,5,3,1,4,1,2,4,3,3,2,5,3,4,4,2,2,2,4
198,1,1,3,5,1,2,4,3,1,5,4,3,3,2,4,2,1,5,2,3,4,4,4,3,5,4,3,1,4,3
199,3,5,1,3,5,2,5,5,1,3,4,1,4,4,5,4,2,5,1,1,3,3,4,4,5,4,3,5,1,5
200,1,1,2,1,5,4,1,4,2,4,1,2,2,2,5,4,1,1,3,4,1,4,1,5,2,3,5,1,1,2
201,4,1,2,3,5,2,4,2,2,4,3,5,5,1,1,5,4,3,1,3,1,5,3,3,3,1,4,4,3,5
202,5,4,5,3,4,5,5,2,2,3,2,1,3,5,2,4,2,1,1,3,2,2,1,4,5,4,1,1,4,3
203,2,4,5,1,4,4,5,2,1,1,2,3,2,5,2,5,5,4,2,4,2,5,4,3,4,1,5,1,2,4
204,1,1,2,4,2,3,3,3,1,4,4,3,1,1,1,2,3,4,3,4,5,5,3,3,4,4,2,1,4,3
205,3,3,3,4,2,4,5,2,3,5,4,4,2,3,1,2,2,5,3,3,1,3,2,2,3,4,2,3,2,4
206,2,4,2,4,5,3,4,2,1,4,2,3,3,5,4,1,1,5,3,1,3,3,2,5,3,4,4,5,5,3
207,3,2,3,5,4,3,3,4,3,1,5,2,1,1,3,4,2,4,3,3,5,2,3,3,4,4,1,5,4,4
208,5,4,4,3,5,1,2,1,2,3,1,3,5,4,1,3,1,5,4,4,5,5,4,5,4,1,2,5,2,1
209,3,3,1,3,5,2,4,2,1,4,3,3,4,3,5,1,5,5,2,2,1,3,5,3,1,3,2,2,1,1
210,1,2,1,4,5,1,1,2,3,1,5,1,1,2,2,2,5,1,1,3,2,5,2,1,1,3,5,4,1,4
211,4,4,5,3,5,1,3,3,1,3,5,1,3,3,5,3,5,3,2,5,5,5,5,3,4,5,1,1,3,3
212,1,3,5,1,5,5,1,2,5,1,1,5,4,1,3,5,2,2,4,4,1,2,4,2,1,4,3,3,3,2
213,1,1,3,5,2,4,4,4,1,4,2,1,3,5,3,1,4,2,4,4,4,4,3,3,2,1,3,1,4,2
214,2,3,2,1,1,3,3,5,5,4,4,5,4,2,1,3,2,5,1,2,3,4,4,5,4,4,4,3,2,1
215,3,3,1,2,4,1,3,1,4,5,1,2,5,5,4,3,3,2,2,5,5,4,5,5,2,3,2,3,1,3
216,1,1,1,2,3,4,1,5,2,1,3,2,2,4,5,2,4,2,5,1,3,4,5,4,2,2,3,2,4,2
217,2,2,3,2,5,1,4,5,5,2,1,3,1,1,3,1,1,3,1,4,4,5,5,1,1,3,4,5,3,1
218,5,2,3,2,3,2,2,2,3,3,1,2,5,3,1,3,1,3,3,1,1,3,2,4,5,2,5,1,3,4
219,2,2,5,1,2,1,2,2,1,4,2,1,5,3,4,5,4,4,4,2,4,3,1,5,4,5,2,1,2,5
220,4,1,2,3,1,1,1,1,4,2,5,4,4,1,4,2,5,3,2,2,5,1,5,2,2,2,5,2,5,2
221,5,2,1,1,1,2,4,2,2,3,3,2,5,3,2,3,1,5,4,4,3,5,2,2,5,5,1,1,2,1
222,1,2,3,5,4,3,2,5,4,1,3,4,4,4,1,2,2,1,4,4,4,5,4,2,2,3,4,1,2,5
223,2,3,1,2,2,5,5,5,2,3,4,2,3,2,5,4,3,1,2,3,1,1,2,2,3,2,1,2,5,2
